001-008  I.Enfermedades infecciosas y parasitarias;
    Hombres;
        De 35 a 39 años;0.0;0.0;
        De 40 a 44 años;1.0;1.0;
        De 45 a 49 años;2.0;0.0;
        De 50 a 54 años;5.0;1.0;
        De 55 a 59 años;8.0;1.0;
        De 60 a 64 años;7.0;3.0;
        De 65 a 69 años;9.0;13.0;
        De 70 a 74 años  ;16.0;20.0;
        De 75 a 79 años  ;33.0;42.0;
        De 80 a 84 años  ;107.0;98.0;
        De 85 a 89 años  ;181.0;154.0;
        De 90 a 94 años  ;156.0;141.0;
        95 y más años;78.0;79.0;
002  Tuberculosis y sus efectos tardíos;
    Hombres;
        Menos de 1 año;0.0;0.0;
        De 1 a 4 años   ;0.0;0.0;
        De 5 a 9 años;0.0;0.0;
        De 10 a 14 años  ;0.0;0.0;
        De 15 a 19 años  ;0.0;0.0;
        De 20 a 24 años;0.0;0.0;
        De 25 a 29 años;0.0;0.0;
        De 30 a 34 años;2.0;1.0;
        De 35 a 39 años;2.0;1.0;
        De 40 a 44 años;5.0;0.0;
        De 45 a 49 años;2.0;6.0;
        De 50 a 54 años;8.0;6.0;
        De 55 a 59 años;11.0;9.0;
        De 60 a 64 años;6.0;14.0;
        De 65 a 69 años;13.0;12.0;
        De 70 a 74 años  ;10.0;13.0;
        De 75 a 79 años  ;11.0;25.0;
        De 80 a 84 años  ;31.0;25.0;
        De 85 a 89 años  ;26.0;26.0;
        De 90 a 94 años  ;12.0;13.0;
        95 y más años;4.0;2.0;
    Mujeres;
        Menos de 1 año;1.0;0.0;
        De 1 a 4 años   ;0.0;0.0;
        De 5 a 9 años;0.0;0.0;
        De 10 a 14 años  ;0.0;1.0;
        De 15 a 19 años  ;0.0;0.0;
        De 20 a 24 años;0.0;0.0;
        De 25 a 29 años;1.0;1.0;
        De 30 a 34 años;0.0;1.0;
        De 35 a 39 años;1.0;0.0;
        De 40 a 44 años;2.0;0.0;
        De 45 a 49 años;2.0;2.0;
        De 50 a 54 años;4.0;1.0;
        De 55 a 59 años;3.0;1.0;
        De 60 a 64 años;3.0;3.0;
        De 65 a 69 años;4.0;5.0;
        De 70 a 74 años  ;6.0;3.0;
        De 75 a 79 años  ;10.0;11.0;
        De 80 a 84 años  ;25.0;22.0;
        De 85 a 89 años  ;21.0;24.0;
        De 90 a 94 años  ;19.0;15.0;
        95 y más años;5.0;1.0;
003  Enfermedad meningocócica;
    Hombres;
        Menos de 1 año;1.0;0.0;
        De 1 a 4 años   ;0.0;1.0;
        De 5 a 9 años;0.0;0.0;
        De 10 a 14 años  ;0.0;1.0;
        De 15 a 19 años  ;1.0;0.0;
        De 20 a 24 años;0.0;0.0;
        De 25 a 29 años;0.0;0.0;
        De 30 a 34 años;0.0;0.0;
        De 35 a 39 años;1.0;0.0;
        De 40 a 44 años;0.0;1.0;
        De 45 a 49 años;3.0;1.0;
        De 50 a 54 años;0.0;1.0;
        De 55 a 59 años;0.0;0.0;
        De 60 a 64 años;0.0;1.0;
        De 65 a 69 años;2.0;1.0;
        De 70 a 74 años  ;1.0;0.0;
        De 75 a 79 años  ;0.0;0.0;
        De 80 a 84 años  ;3.0;0.0;
        De 85 a 89 años  ;0.0;1.0;
        De 90 a 94 años  ;0.0;0.0;
        95 y más años;0.0;0.0;
    Mujeres;
        Menos de 1 año;0.0;0.0;
        De 1 a 4 años   ;0.0;0.0;
        De 5 a 9 años;0.0;0.0;
        De 10 a 14 años  ;0.0;0.0;
        De 15 a 19 años  ;0.0;0.0;
        De 20 a 24 años;0.0;0.0;
        De 25 a 29 años;1.0;0.0;
        De 30 a 34 años;0.0;0.0;
        De 35 a 39 años;0.0;1.0;
        De 40 a 44 años;0.0;0.0;
        De 45 a 49 años;0.0;0.0;
        De 50 a 54 años;1.0;1.0;
        De 55 a 59 años;1.0;3.0;
        De 60 a 64 años;0.0;0.0;
        De 65 a 69 años;0.0;1.0;
        De 70 a 74 años  ;1.0;1.0;
        De 75 a 79 años  ;0.0;0.0;
        De 80 a 84 años  ;2.0;0.0;
        De 85 a 89 años  ;1.0;0.0;
        De 90 a 94 años  ;1.0;0.0;
        95 y más años;0.0;0.0;
004  Septicemia;
    Hombres;
        Menos de 1 año;2.0;2.0;
        De 1 a 4 años   ;8.0;4.0;
        De 5 a 9 años;1.0;0.0;
        De 10 a 14 años  ;1.0;1.0;
        De 15 a 19 años  ;3.0;1.0;
        De 20 a 24 años;1.0;1.0;
        De 25 a 29 años;2.0;3.0;
        De 30 a 34 años;3.0;1.0;
        De 35 a 39 años;2.0;3.0;
        De 40 a 44 años;8.0;15.0;
        De 45 a 49 años;21.0;15.0;
        De 50 a 54 años;42.0;23.0;
        De 55 a 59 años;59.0;65.0;
        De 60 a 64 años;62.0;79.0;
        De 65 a 69 años;90.0;115.0;
        De 70 a 74 años  ;163.0;188.0;
        De 75 a 79 años  ;250.0;256.0;
        De 80 a 84 años  ;344.0;394.0;
        De 85 a 89 años  ;376.0;411.0;
        De 90 a 94 años  ;218.0;223.0;
        95 y más años;48.0;56.0;
    Mujeres;
        Menos de 1 año;5.0;3.0;
        De 1 a 4 años   ;3.0;4.0;
        De 5 a 9 años;0.0;0.0;
        De 10 a 14 años  ;2.0;2.0;
        De 15 a 19 años  ;2.0;1.0;
        De 20 a 24 años;1.0;1.0;
        De 25 a 29 años;2.0;3.0;
        De 30 a 34 años;2.0;2.0;
        De 35 a 39 años;5.0;2.0;
        De 40 a 44 años;11.0;6.0;
        De 45 a 49 años;10.0;11.0;
        De 50 a 54 años;19.0;27.0;
        De 55 a 59 años;31.0;36.0;
        De 60 a 64 años;40.0;53.0;
        De 65 a 69 años;70.0;78.0;
        De 70 a 74 años  ;119.0;127.0;
        De 75 a 79 años  ;215.0;241.0;
        De 80 a 84 años  ;436.0;474.0;
        De 85 a 89 años  ;562.0;617.0;
        De 90 a 94 años  ;464.0;484.0;
        95 y más años;184.0;154.0;
005  Hepatitis vírica;
    Hombres;
        Menos de 1 año;0.0;0.0;
        De 1 a 4 años   ;0.0;0.0;
        De 5 a 9 años;0.0;0.0;
        De 10 a 14 años  ;0.0;0.0;
        De 15 a 19 años  ;0.0;0.0;
        De 20 a 24 años;1.0;1.0;
        De 25 a 29 años;1.0;2.0;
        De 30 a 34 años;1.0;1.0;
        De 35 a 39 años;3.0;4.0;
        De 40 a 44 años;13.0;20.0;
        De 45 a 49 años;30.0;49.0;
        De 50 a 54 años;72.0;73.0;
        De 55 a 59 años;50.0;63.0;
        De 60 a 64 años;27.0;38.0;
        De 65 a 69 años;34.0;53.0;
        De 70 a 74 años  ;27.0;49.0;
        De 75 a 79 años  ;38.0;41.0;
        De 80 a 84 años  ;44.0;63.0;
        De 85 a 89 años  ;31.0;32.0;
        De 90 a 94 años  ;20.0;13.0;
        95 y más años;1.0;1.0;
    Mujeres;
        Menos de 1 año;0.0;0.0;
        De 1 a 4 años   ;0.0;0.0;
        De 5 a 9 años;0.0;1.0;
        De 10 a 14 años  ;0.0;0.0;
        De 15 a 19 años  ;0.0;0.0;
        De 20 a 24 años;0.0;2.0;
        De 25 a 29 años;0.0;1.0;
        De 30 a 34 años;2.0;0.0;
        De 35 a 39 años;3.0;2.0;
        De 40 a 44 años;5.0;4.0;
        De 45 a 49 años;8.0;13.0;
        De 50 a 54 años;12.0;19.0;
        De 55 a 59 años;13.0;16.0;
        De 60 a 64 años;14.0;16.0;
        De 65 a 69 años;23.0;23.0;
        De 70 a 74 años  ;37.0;47.0;
        De 75 a 79 años  ;54.0;60.0;
        De 80 a 84 años  ;83.0;97.0;
        De 85 a 89 años  ;92.0;69.0;
        De 90 a 94 años  ;36.0;26.0;
        95 y más años;1.0;7.0;
006  SIDA;
    Hombres;
        Menos de 1 año;0.0;0.0;
        De 1 a 4 años   ;0.0;0.0;
        De 5 a 9 años;0.0;0.0;
        De 10 a 14 años  ;0.0;0.0;
        De 15 a 19 años  ;0.0;0.0;
        De 20 a 24 años;1.0;1.0;
        De 25 a 29 años;6.0;4.0;
        De 30 a 34 años;17.0;7.0;
        De 35 a 39 años;26.0;22.0;
        De 40 a 44 años;39.0;71.0;
        De 45 a 49 años;74.0;120.0;
        De 50 a 54 años;101.0;138.0;
        De 55 a 59 años;53.0;60.0;
        De 60 a 64 años;27.0;35.0;
        De 65 a 69 años;17.0;25.0;
        De 70 a 74 años  ;7.0;10.0;
        De 75 a 79 años  ;7.0;7.0;
        De 80 a 84 años  ;7.0;10.0;
        De 85 a 89 años  ;3.0;1.0;
        De 90 a 94 años  ;0.0;1.0;
        95 y más años;0.0;1.0;
    Mujeres;
        Menos de 1 año;0.0;0.0;
        De 1 a 4 años   ;0.0;0.0;
        De 5 a 9 años;0.0;1.0;
        De 10 a 14 años  ;0.0;0.0;
        De 15 a 19 años  ;0.0;0.0;
        De 20 a 24 años;1.0;0.0;
        De 25 a 29 años;1.0;1.0;
        De 30 a 34 años;2.0;2.0;
        De 35 a 39 años;8.0;7.0;
        De 40 a 44 años;22.0;27.0;
        De 45 a 49 años;25.0;37.0;
        De 50 a 54 años;20.0;23.0;
        De 55 a 59 años;19.0;11.0;
        De 60 a 64 años;3.0;5.0;
        De 65 a 69 años;3.0;1.0;
        De 70 a 74 años  ;1.0;2.0;
        De 75 a 79 años  ;3.0;1.0;
        De 80 a 84 años  ;3.0;0.0;
        De 85 a 89 años  ;2.0;2.0;
        De 90 a 94 años  ;0.0;0.0;
        95 y más años;0.0;0.0;
007  VIH+ (portador, evidencias de laboratorio del VIH, ...);
    Hombres;
        Menos de 1 año;0.0;0.0;
        De 1 a 4 años   ;0.0;0.0;
        De 5 a 9 años;0.0;0.0;
        De 10 a 14 años  ;0.0;0.0;
        De 15 a 19 años  ;0.0;0.0;
        De 20 a 24 años;0.0;0.0;
        De 25 a 29 años;0.0;0.0;
        De 30 a 34 años;0.0;0.0;
        De 35 a 39 años;0.0;0.0;
        De 40 a 44 años;0.0;0.0;
        De 45 a 49 años;0.0;0.0;
        De 50 a 54 años;0.0;0.0;
        De 55 a 59 años;0.0;0.0;
        De 60 a 64 años;0.0;0.0;
        De 65 a 69 años;0.0;0.0;
        De 70 a 74 años  ;0.0;0.0;
        De 75 a 79 años  ;0.0;0.0;
        De 80 a 84 años  ;0.0;0.0;
        De 85 a 89 años  ;0.0;0.0;
        De 90 a 94 años  ;0.0;0.0;
        95 y más años;0.0;0.0;
    Mujeres;
        Menos de 1 año;0.0;0.0;
        De 1 a 4 años   ;0.0;0.0;
        De 5 a 9 años;0.0;0.0;
        De 10 a 14 años  ;0.0;0.0;
        De 15 a 19 años  ;0.0;0.0;
        De 20 a 24 años;0.0;0.0;
        De 25 a 29 años;0.0;0.0;
        De 30 a 34 años;0.0;0.0;
        De 35 a 39 años;0.0;0.0;
        De 40 a 44 años;0.0;0.0;
        De 45 a 49 años;0.0;0.0;
        De 50 a 54 años;0.0;0.0;
        De 55 a 59 años;0.0;0.0;
        De 60 a 64 años;0.0;0.0;
        De 65 a 69 años;0.0;0.0;
        De 70 a 74 años  ;0.0;0.0;
        De 75 a 79 años  ;0.0;0.0;
        De 80 a 84 años  ;0.0;0.0;
        De 85 a 89 años  ;0.0;0.0;
        De 90 a 94 años  ;0.0;0.0;
        95 y más años;0.0;0.0;
008  Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;
    Hombres;
        Menos de 1 año;2.0;4.0;
        De 1 a 4 años   ;1.0;0.0;
        De 5 a 9 años;0.0;2.0;
        De 10 a 14 años  ;0.0;0.0;
        De 15 a 19 años  ;1.0;1.0;
        De 20 a 24 años;1.0;0.0;
        De 25 a 29 años;0.0;1.0;
        De 30 a 34 años;4.0;2.0;
        De 35 a 39 años;6.0;5.0;
        De 40 a 44 años;6.0;4.0;
        De 45 a 49 años;11.0;10.0;
        De 50 a 54 años;9.0;11.0;
        De 55 a 59 años;22.0;11.0;
        De 60 a 64 años;29.0;27.0;
        De 65 a 69 años;33.0;45.0;
        De 70 a 74 años  ;37.0;41.0;
        De 75 a 79 años  ;61.0;46.0;
        De 80 a 84 años  ;57.0;69.0;
        De 85 a 89 años  ;44.0;60.0;
        De 90 a 94 años  ;17.0;30.0;
        95 y más años;6.0;9.0;
    Mujeres;
        Menos de 1 año;3.0;4.0;
        De 1 a 4 años   ;1.0;0.0;
        De 5 a 9 años;0.0;0.0;
        De 10 a 14 años  ;1.0;0.0;
        De 15 a 19 años  ;0.0;1.0;
        De 20 a 24 años;0.0;2.0;
        De 25 a 29 años;1.0;0.0;
        De 30 a 34 años;3.0;0.0;
        De 35 a 39 años;0.0;1.0;
        De 40 a 44 años;0.0;0.0;
        De 45 a 49 años;1.0;7.0;
        De 50 a 54 años;3.0;9.0;
        De 55 a 59 años;3.0;4.0;
        De 60 a 64 años;15.0;9.0;
        De 65 a 69 años;20.0;23.0;
        De 70 a 74 años  ;23.0;28.0;
        De 75 a 79 años  ;40.0;49.0;
        De 80 a 84 años  ;53.0;46.0;
        De 85 a 89 años  ;77.0;66.0;
        De 90 a 94 años  ;45.0;45.0;
        95 y más años;20.0;20.0;
009-041  II.Tumores;
    Hombres;
        Menos de 1 año;6.0;7.0;
        De 1 a 4 años   ;26.0;19.0;
        De 5 a 9 años;41.0;46.0;
        De 10 a 14 años  ;42.0;36.0;
        De 15 a 19 años  ;52.0;57.0;
        De 20 a 24 años;50.0;64.0;
        De 25 a 29 años;77.0;89.0;
        De 30 a 34 años;155.0;148.0;
        De 35 a 39 años;265.0;320.0;
        De 40 a 44 años;553.0;598.0;
        De 45 a 49 años;1247.0;1287.0;
        De 50 a 54 años;2758.0;2773.0;
        De 55 a 59 años;4622.0;4703.0;
        De 60 a 64 años;6423.0;6159.0;
        De 65 a 69 años;8326.0;8276.0;
        De 70 a 74 años  ;9555.0;9169.0;
        De 75 a 79 años  ;9826.0;10002.0;
        De 80 a 84 años  ;11523.0;11439.0;
        De 85 a 89 años  ;8679.0;8192.0;
        De 90 a 94 años  ;3691.0;3517.0;
        95 y más años;702.0;822.0;
    Mujeres;
        Menos de 1 año;12.0;4.0;
        De 1 a 4 años   ;20.0;23.0;
        De 5 a 9 años;24.0;34.0;
        De 10 a 14 años  ;20.0;27.0;
        De 15 a 19 años  ;23.0;29.0;
        De 20 a 24 años;43.0;32.0;
        De 25 a 29 años;76.0;54.0;
        De 30 a 34 años;147.0;145.0;
        De 35 a 39 años;365.0;338.0;
        De 40 a 44 años;678.0;721.0;
        De 45 a 49 años;1214.0;1251.0;
        De 50 a 54 años;2117.0;2038.0;
        De 55 a 59 años;2830.0;2853.0;
        De 60 a 64 años;3172.0;3082.0;
        De 65 a 69 años;3916.0;3801.0;
        De 70 a 74 años  ;4496.0;4306.0;
        De 75 a 79 años  ;5232.0;5267.0;
        De 80 a 84 años  ;7397.0;7687.0;
        De 85 a 89 años  ;7195.0;6846.0;
        De 90 a 94 años  ;4094.0;3946.0;
        95 y más años;1249.0;1174.0;
009  Tumor maligno del labio, de la cavidad bucal y de la faringe;
    Hombres;
        Menos de 1 año;0.0;0.0;
        De 1 a 4 años   ;0.0;0.0;
        De 5 a 9 años;0.0;0.0;
        De 10 a 14 años  ;0.0;2.0;
        De 15 a 19 años  ;1.0;1.0;
        De 20 a 24 años;0.0;0.0;
        De 25 a 29 años;1.0;2.0;
        De 30 a 34 años;4.0;4.0;
        De 35 a 39 años;13.0;10.0;
        De 40 a 44 años;20.0;26.0;
        De 45 a 49 años;70.0;68.0;
        De 50 a 54 años;167.0;132.0;
        De 55 a 59 años;232.0;248.0;
        De 60 a 64 años;303.0;255.0;
        De 65 a 69 años;264.0;255.0;
        De 70 a 74 años  ;221.0;230.0;
        De 75 a 79 años  ;184.0;195.0;
        De 80 a 84 años  ;178.0;148.0;
        De 85 a 89 años  ;89.0;94.0;
        De 90 a 94 años  ;45.0;50.0;
        95 y más años;9.0;13.0;
    Mujeres;
        Menos de 1 año;0.0;0.0;
        De 1 a 4 años   ;0.0;0.0;
        De 5 a 9 años;0.0;0.0;
        De 10 a 14 años  ;0.0;0.0;
        De 15 a 19 años  ;0.0;0.0;
        De 20 a 24 años;2.0;0.0;
        De 25 a 29 años;1.0;1.0;
        De 30 a 34 años;2.0;2.0;
        De 35 a 39 años;3.0;1.0;
        De 40 a 44 años;10.0;8.0;
        De 45 a 49 años;17.0;14.0;
        De 50 a 54 años;32.0;40.0;
        De 55 a 59 años;61.0;58.0;
        De 60 a 64 años;51.0;46.0;
        De 65 a 69 años;63.0;51.0;
        De 70 a 74 años  ;49.0;48.0;
        De 75 a 79 años  ;73.0;61.0;
        De 80 a 84 años  ;96.0;89.0;
        De 85 a 89 años  ;86.0;90.0;
        De 90 a 94 años  ;63.0;63.0;
        95 y más años;18.0;20.0;
010  Tumor maligno del esófago;
    Hombres;
        Menos de 1 año;0.0;0.0;
        De 1 a 4 años   ;0.0;0.0;
        De 5 a 9 años;0.0;0.0;
        De 10 a 14 años  ;0.0;0.0;
        De 15 a 19 años  ;0.0;0.0;
        De 20 a 24 años;0.0;0.0;
        De 25 a 29 años;0.0;2.0;
        De 30 a 34 años;6.0;1.0;
        De 35 a 39 años;7.0;4.0;
        De 40 a 44 años;15.0;25.0;
        De 45 a 49 años;33.0;45.0;
        De 50 a 54 años;110.0;122.0;
        De 55 a 59 años;167.0;199.0;
        De 60 a 64 años;218.0;207.0;
        De 65 a 69 años;243.0;267.0;
        De 70 a 74 años  ;242.0;228.0;
        De 75 a 79 años  ;191.0;202.0;
        De 80 a 84 años  ;173.0;168.0;
        De 85 a 89 años  ;104.0;114.0;
        De 90 a 94 años  ;45.0;33.0;
        95 y más años;4.0;9.0;
    Mujeres;
        Menos de 1 año;0.0;0.0;
        De 1 a 4 años   ;0.0;0.0;
        De 5 a 9 años;0.0;0.0;
        De 10 a 14 años  ;0.0;0.0;
        De 15 a 19 años  ;0.0;0.0;
        De 20 a 24 años;0.0;1.0;
        De 25 a 29 años;0.0;0.0;
        De 30 a 34 años;0.0;0.0;
        De 35 a 39 años;1.0;0.0;
        De 40 a 44 años;3.0;0.0;
        De 45 a 49 años;4.0;7.0;
        De 50 a 54 años;19.0;12.0;
        De 55 a 59 años;25.0;28.0;
        De 60 a 64 años;19.0;35.0;
        De 65 a 69 años;40.0;32.0;
        De 70 a 74 años  ;24.0;34.0;
        De 75 a 79 años  ;31.0;43.0;
        De 80 a 84 años  ;47.0;38.0;
        De 85 a 89 años  ;43.0;47.0;
        De 90 a 94 años  ;22.0;21.0;
        95 y más años;5.0;7.0;
011  Tumor maligno del estómago;
    Hombres;
        Menos de 1 año;0.0;0.0;
        De 1 a 4 años   ;0.0;0.0;
        De 5 a 9 años;0.0;0.0;
        De 10 a 14 años  ;0.0;0.0;
        De 15 a 19 años  ;1.0;0.0;
        De 20 a 24 años;0.0;2.0;
        De 25 a 29 años;5.0;1.0;
        De 30 a 34 años;9.0;13.0;
        De 35 a 39 años;15.0;20.0;
        De 40 a 44 años;49.0;51.0;
        De 45 a 49 años;78.0;71.0;
        De 50 a 54 años;122.0;128.0;
        De 55 a 59 años;210.0;225.0;
        De 60 a 64 años;310.0;308.0;
        De 65 a 69 años;383.0;355.0;
        De 70 a 74 años  ;414.0;429.0;
        De 75 a 79 años  ;499.0;516.0;
        De 80 a 84 años  ;614.0;640.0;
        De 85 a 89 años  ;433.0;377.0;
        De 90 a 94 años  ;144.0;157.0;
        95 y más años;25.0;38.0;
    Mujeres;
        Menos de 1 año;0.0;0.0;
        De 1 a 4 años   ;0.0;0.0;
        De 5 a 9 años;0.0;0.0;
        De 10 a 14 años  ;1.0;0.0;
        De 15 a 19 años  ;0.0;0.0;
        De 20 a 24 años;2.0;0.0;
        De 25 a 29 años;3.0;3.0;
        De 30 a 34 años;9.0;5.0;
        De 35 a 39 años;22.0;18.0;
        De 40 a 44 años;35.0;35.0;
        De 45 a 49 años;43.0;57.0;
        De 50 a 54 años;70.0;86.0;
        De 55 a 59 años;113.0;133.0;
        De 60 a 64 años;109.0;114.0;
        De 65 a 69 años;193.0;168.0;
        De 70 a 74 años  ;208.0;190.0;
        De 75 a 79 años  ;252.0;279.0;
        De 80 a 84 años  ;406.0;420.0;
        De 85 a 89 años  ;363.0;394.0;
        De 90 a 94 años  ;225.0;216.0;
        95 y más años;53.0;57.0;
012  Tumor maligno del colon;
    Hombres;
        Menos de 1 año;0.0;0.0;
        De 1 a 4 años   ;0.0;0.0;
        De 5 a 9 años;0.0;0.0;
        De 10 a 14 años  ;0.0;1.0;
        De 15 a 19 años  ;0.0;1.0;
        De 20 a 24 años;2.0;1.0;
        De 25 a 29 años;2.0;5.0;
        De 30 a 34 años;13.0;8.0;
        De 35 a 39 años;20.0;25.0;
        De 40 a 44 años;32.0;26.0;
        De 45 a 49 años;72.0;70.0;
        De 50 a 54 años;206.0;200.0;
        De 55 a 59 años;320.0;373.0;
        De 60 a 64 años;508.0;481.0;
        De 65 a 69 años;765.0;721.0;
        De 70 a 74 años  ;865.0;867.0;
        De 75 a 79 años  ;1068.0;1062.0;
        De 80 a 84 años  ;1345.0;1322.0;
        De 85 a 89 años  ;1077.0;975.0;
        De 90 a 94 años  ;519.0;424.0;
        95 y más años;78.0;106.0;
    Mujeres;
        Menos de 1 año;0.0;0.0;
        De 1 a 4 años   ;0.0;0.0;
        De 5 a 9 años;0.0;0.0;
        De 10 a 14 años  ;0.0;0.0;
        De 15 a 19 años  ;0.0;0.0;
        De 20 a 24 años;0.0;0.0;
        De 25 a 29 años;0.0;3.0;
        De 30 a 34 años;9.0;3.0;
        De 35 a 39 años;18.0;18.0;
        De 40 a 44 años;42.0;43.0;
        De 45 a 49 años;87.0;73.0;
        De 50 a 54 años;125.0;164.0;
        De 55 a 59 años;204.0;227.0;
        De 60 a 64 años;286.0;272.0;
        De 65 a 69 años;352.0;349.0;
        De 70 a 74 años  ;465.0;433.0;
        De 75 a 79 años  ;568.0;624.0;
        De 80 a 84 años  ;914.0;944.0;
        De 85 a 89 años  ;1049.0;959.0;
        De 90 a 94 años  ;584.0;569.0;
        95 y más años;186.0;177.0;
013  Tumor maligno del recto, de la porción rectosigmoide y del ano;
    Hombres;
        Menos de 1 año;0.0;0.0;
        De 1 a 4 años   ;0.0;0.0;
        De 5 a 9 años;0.0;0.0;
        De 10 a 14 años  ;0.0;0.0;
        De 15 a 19 años  ;0.0;0.0;
        De 20 a 24 años;0.0;1.0;
        De 25 a 29 años;2.0;1.0;
        De 30 a 34 años;5.0;1.0;
        De 35 a 39 años;9.0;7.0;
        De 40 a 44 años;21.0;23.0;
        De 45 a 49 años;41.0;38.0;
        De 50 a 54 años;99.0;100.0;
        De 55 a 59 años;165.0;179.0;
        De 60 a 64 años;220.0;197.0;
        De 65 a 69 años;319.0;286.0;
        De 70 a 74 años  ;296.0;336.0;
        De 75 a 79 años  ;378.0;361.0;
        De 80 a 84 años  ;455.0;431.0;
        De 85 a 89 años  ;346.0;320.0;
        De 90 a 94 años  ;151.0;117.0;
        95 y más años;31.0;28.0;
    Mujeres;
        Menos de 1 año;0.0;0.0;
        De 1 a 4 años   ;0.0;0.0;
        De 5 a 9 años;0.0;0.0;
        De 10 a 14 años  ;0.0;1.0;
        De 15 a 19 años  ;0.0;0.0;
        De 20 a 24 años;0.0;1.0;
        De 25 a 29 años;0.0;1.0;
        De 30 a 34 años;1.0;3.0;
        De 35 a 39 años;7.0;6.0;
        De 40 a 44 años;21.0;8.0;
        De 45 a 49 años;28.0;25.0;
        De 50 a 54 años;59.0;62.0;
        De 55 a 59 años;85.0;77.0;
        De 60 a 64 años;93.0;89.0;
        De 65 a 69 años;105.0;103.0;
        De 70 a 74 años  ;147.0;124.0;
        De 75 a 79 años  ;182.0;183.0;
        De 80 a 84 años  ;281.0;298.0;
        De 85 a 89 años  ;261.0;283.0;
        De 90 a 94 años  ;155.0;126.0;
        95 y más años;49.0;38.0;
014  Tumor maligno del hígado y vías biliares intrahepáticas;
    Hombres;
        Menos de 1 año;0.0;0.0;
        De 1 a 4 años   ;1.0;1.0;
        De 5 a 9 años;0.0;0.0;
        De 10 a 14 años  ;1.0;2.0;
        De 15 a 19 años  ;0.0;0.0;
        De 20 a 24 años;1.0;3.0;
        De 25 a 29 años;1.0;1.0;
        De 30 a 34 años;6.0;10.0;
        De 35 a 39 años;8.0;10.0;
        De 40 a 44 años;14.0;25.0;
        De 45 a 49 años;81.0;79.0;
        De 50 a 54 años;205.0;257.0;
        De 55 a 59 años;335.0;308.0;
        De 60 a 64 años;374.0;380.0;
        De 65 a 69 años;447.0;475.0;
        De 70 a 74 años  ;527.0;476.0;
        De 75 a 79 años  ;490.0;507.0;
        De 80 a 84 años  ;509.0;527.0;
        De 85 a 89 años  ;302.0;285.0;
        De 90 a 94 años  ;89.0;94.0;
        95 y más años;19.0;15.0;
    Mujeres;
